"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract"
"M., Liu, Mingyu; W., Zhang, Wenli; J., Wang, Junyu; K., Bao, Kehan; Z., Fu, Ziyi; B., Wang, Boyuan","Liu, Mingyu (59998638200); Zhang, Wenli (56440513600); Wang, Junyu (7701341130); Bao, Kehan (57433067500); Fu, Ziyi (59998642900); Wang, Boyuan (57204606868)","59998638200; 56440513600; 7701341130; 57433067500; 59998642900; 57204606868","Promoting active health with AI technologies: Current status and prospects of high-altitude therapy, simulated hypoxia, and LLM-driven lifestyle rehabilitation approaches","2025","BioScience Trends","10.5582/bst.2025.01105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010715083&doi=10.5582%2Fbst.2025.01105&partnerID=40&md5=6db495396841486e95118d91dd234a27","SUMMARY: In the context of the rising global prevalence of obesity, traditional intervention measures have proven insufficient to meet the demands of personalized and sustainable health management, necessitating the exploration of innovative solutions through innovative technologies. This study explores how advanced digital technologies, including Internet of Things (IoT) and Artificial Intelligence (AI), can manage weight and enhance full-lifecycle health in individuals with obesity under simulated high-altitude hypoxic conditions (HC). The findings suggest that integrating simulated HC with digital health technologies offers a novel and safe approach to obesity rehabilitation. By leveraging environmental stimuli, real-time monitoring through wearable devices, and intelligent evaluation using large language models (LLMs), this method enables more scientific weight loss, prevents rebound weight gain, and fosters proactive healthy lifestyles, significantly improving weight control outcomes for individuals with obesity. Future research should evaluate the efficacy of simulated HC in weight management and its long-term impact on obesity control. Establishing an integrated framework that combines simulated HC, lifestyle interventions, and smart health ecosystems is crucial for advancing rehabilitative healthcare and addressing the global burden of obesity through digital innovation. © 2025 Elsevier B.V., All rights reserved."
"J., Kevin, Jun; P., Yugopuspito, Pujianto","Kevin, Jun (59666120600); Yugopuspito, Pujianto (24726050500)","59666120600; 24726050500","SmartLLM: Smart Contract Auditing using Custom Generative AI","2025","","10.1109/ICoCSETI63724.2025.11019687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010069431&doi=10.1109%2FICoCSETI63724.2025.11019687&partnerID=40&md5=6ddaf767888880873c11fe68c7a68ff8","Smart contracts, integral to decentralized finance (DeFi) and blockchain ecosystems, are increasingly vulnerable to exploits due to coding errors and complex attack vectors. Traditional static analysis tools and existing vulnerability detection methods often fail to address these challenges comprehensively, resulting in high false-positive rates and an inability to detect dynamic vulnerabilities. This paper introduces SmartLLM, a novel approach leveraging fine-tuned LLaMA 3.1 models with Retrieval-Augmented Generation (RAG) to enhance the accuracy and efficiency of smart contract auditing. By integrating domain-specific knowledge from ERC standards and employing advanced techniques such as QLoRA for efficient fine-tuning, SmartLLM achieves superior performance compared to static analysis tools like Mythril and Slither and zero-shot LLM prompting (e.g., ChatGPT-3.5 and GPT-4). Experimental results demonstrate a perfect recall of 100% and an accuracy score of 70.0%, underscoring the model's robustness in identifying vulnerabilities, including re-entrancy and access control issues. This research advances smart contract security by offering a scalable and effective auditing solution, supporting the secure adoption of decentralized applications. © 2025 Elsevier B.V., All rights reserved."
"I.W.A.J., Pawana, I. Wayan Adi Juliawan; F., Purnama, Fajar; L., Linawati, L.; Y., Kim, Young-jae; I., You, Ilsun","Pawana, I. Wayan Adi Juliawan (58812960900); Purnama, Fajar (57191620176); Linawati, L. (52763653600); Kim, Young-jae (59979292800); You, Ilsun (14038401900)","58812960900; 57191620176; 52763653600; 59979292800; 14038401900","Generative AI for Cybersecurity: LLM-Driven Attack Dataset Augmentation in Web API Detection","2025","","10.1109/ICCT-Pacific63901.2025.11012893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009881912&doi=10.1109%2FICCT-Pacific63901.2025.11012893&partnerID=40&md5=dd8ad80c5e7911e11c3e0063873099bf","As Web APIs become integral to modern digital ecosystems, their increasing complexity and widespread adoption have made them appealing targets for cyberattacks. Effective detection and prevention mechanisms are crucial, and machine learning (ML) techniques provide promising solutions for identifying anomalous API traffic and addressing emerging threats. However, the effectiveness of ML-based security models is limited by the scarcity of realistic, up-to-date datasets and the rapid obsolescence of static training data in the face of evolving attack methodologies. To address these challenges, we present an approach that employs Large Language Models (LLMs) to generate synthetic Web API attack datasets. By leveraging LLMs, researchers can access abundant, customizable, and domain-specific synthetic data that closely simulate contemporary traffic patterns. This eliminates privacy and security concerns associated with real-world datasets and ensures a continuously adaptable data source for training and refining ML-based Intrusion Detection Systems. Ultimately, this strategy enables the development of more resilient ML models capable of effectively countering the dynamic and sophisticated nature of modern Web API threats. © 2025 Elsevier B.V., All rights reserved."
"S., Tao, Shengli; D., Wang, Di; H., Xie, Huan; W., Zhang, Wu-Ming; Z., Zhang, Zhiming; X., Dong, Xiujun; Y., Chen, Yiping; J., Qi, Jianbo; K., Cheng, Kai; Z., Yang, Zekun","Tao, Shengli (56315540600); Wang, Di (59976314300); Xie, Huan (36117406500); Zhang, Wu-Ming (55576725800); Zhang, Zhiming (57094265300); Dong, Xiujun (15758927100); Chen, Yiping (56233739200); Qi, Jianbo (56709162900); Cheng, Kai (57204397710); Yang, Zekun (57406963000)","56315540600; 59976314300; 36117406500; 55576725800; 57094265300; 15758927100; 56233739200; 56709162900; 57204397710; 57406963000","Review and prospects of the development of LiDAR in ecology and geosciences; 激光雷达在生态与地学领域的发展回顾与展望","2025","National Remote Sensing Bulletin","10.11834/jrs.20254366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009784753&doi=10.11834%2Fjrs.20254366&partnerID=40&md5=36a61e2acb8cb1d737a9aa20cd3ddd0c","LiDAR (Light Detection and Ranging) is one of the most innovative technologies in the field of remote sensing, capable of accurately reconstructing the three-dimensional (3D) structures of the objects being measured. Over the past few decades, LiDAR technology has advanced rapidly, significantly promoting research in the field of ecology and geosciences. This paper systematically reviews and explores the potential future developments in LiDAR hardware and algorithms, as well as their applications in ecology and geosciences. We first pointed out that, driven largely by the rapid advancements of autonomous driving technology, LiDAR hardware has demonstrated a trend towards diversification and enhanced precision. Types of near-ground LiDAR platforms have been particularly enriched, enabling efficient and high-resolution data acquisition at unprecedented spatial and temporal scales. Meanwhile, due to the progress of artificial intelligence technologies such as deep learning, Simultaneous Localization and Mapping (SLAM), and Large Language Model, LiDAR algorithms have also achieved significant development, leading to continuous innovations in point cloud registration, segmentation, classification, and the fusion of point clouds with multi-source data. Regarding LiDAR’s applications in ecology and geosciences, we detailed the applications of LiDAR in 11 research topics of ecology and geosciences: inland topographic mapping, ocean mapping, geological hazard monitoring, forest structure measurement, tree branching networks modeling, 3D radiative transfer and scene reconstruction, forest microclimate simulation, intelligent agriculture, biodiversity monitoring, urban and architectural studies, and planetary survey. Our comprehensive review underscores LiDAR’s versatility and its critical role in advancing both theoretical and applied ecological and geoscience research. Looking ahead, with the continuous advancement of hardware, algorithms, and LiDAR big data, LiDAR will continue to revolutionize research in ecology and geosciences and is poised to play a pivotal role in an even broader range of fields. For instance, combining LiDAR-derived 3D structural information with radiative transfer modeling, computational fluid dynamics, and plant physiology offers the potential to simulate essential biological processes such as photosynthesis, transpiration, and respiration. The advancement of multispectral and hyperspectral LiDAR systems is expected to tackle the challenge in species identification and vegetation trait quantification, opening possible new frontiers in biodiversity and functional ecology. At a broader scale, LiDAR is expected to support the implementation of “Realistic 3D China,”a comprehensive digital twin of the nation’s surface environment. In addition, LiDAR will be increasingly applied to underground remote sensing, power infrastructure inspection, and Earth system monitoring. In terms of big data, the establishment of LiDARNET (https://lidar. pku. edu. cn/[2025-04-14]), a national open-access platform for near-surface LiDAR data, represents a key milestone in enabling data standardization and large-scale collaboration. With the establishment of LiDARNET and other LiDAR data sharing platforms, the availability of high-resolution LiDAR datasets will be continuously augmented, providing critical foundations for the development of next-generation global vegetation dynamic models and enabling more accurate forecasting and management of ecosystem processes at multiple scales. In short, LiDAR is emerging as a pivotal technology in shaping the future of Earth observation, plant ecology, animal ecology, urban ecology, and a range disciplines of geosciences. With the ongoing advancements in hardware design, algorithm development, and high-resolution LiDAR big data, LiDAR is committed to drive transformative breakthroughs across more research fields. © 2025 Elsevier B.V., All rights reserved."
"J., Zhang, Jiatong; X., Song, Xiaoxi; B., Tian, Bocheng; M., Tian, Mingke; Z., Zhang, Zhichang; J., Wang, Jing; T., Fan, Ting","Zhang, Jiatong (59483345500); Song, Xiaoxi (59972856500); Tian, Bocheng (59781028500); Tian, Mingke (59781599100); Zhang, Zhichang (57232225100); Wang, Jing (59833627100); Fan, Ting (57755234300)","59483345500; 59972856500; 59781028500; 59781599100; 57232225100; 59833627100; 57755234300","Large language models in the management of chronic ocular diseases: a scoping review","2025","Frontiers in Cell and Developmental Biology","10.3389/fcell.2025.1608988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009627256&doi=10.3389%2Ffcell.2025.1608988&partnerID=40&md5=f5108e713f88b675749b26611a90d2f7","Large language models, a cutting-edge technology in artificial intelligence, are reshaping the new paradigm of chronic ocular diseases management. In this study, we comprehensively examined the current status and trends in the application of large language models in major blinding chronic ocular diseases such as glaucoma, cataract, and diabetic retinopathy through a systematic scoping review approach. We conducted this review based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses extended to characterize the application of large language models in the field of chronic ocular diseases. The study reveals that large language models demonstrate comparable efficacy to experts in disease screening, diagnostic decision-making, personalized precision treatment recommendation, and accessibility of healthcare resources by integrating multimodal clinical data. However, the application of the technology still faces a triple challenge: (1) the limitation of model generalization ability due to the multimodal nature of clinical data; (2) the ethical controversy caused by the insufficient interpretability of algorithms; and (3) the lack of a standardized validation framework. Future directions emphasize the need for specialized model training, multimodal algorithm optimization, the establishment of a multinational multicenter clinical validation platform, and the construction of an ethical framework for dynamic regulation. Large language models are expected to evolve from an assisted decision-making tool to a core component of precision medicine for chronic ocular diseases, and ultimately to achieve an ecosystem of energy-efficient full-cycle management of chronic ocular diseases. © 2025 Elsevier B.V., All rights reserved."
"S.K., Gudipati, Satya Karteek","Gudipati, Satya Karteek (59971089100)","59971089100","Transforming the Working Style of Call Center Agents Through Generative AI","2025","International Journal of Advanced Computer Science and Applications","10.14569/IJACSA.2025.0160602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009538417&doi=10.14569%2FIJACSA.2025.0160602&partnerID=40&md5=d6f8d0ab741cb5298beb8b71a501e6f0","As Generative Artificial Intelligence (Gen AI) is evolving rapidly, there is a significant change in the approach by the contact center industry with respect to work culture. Historically, customer service agents working in a contact center used to depend significantly on static scripts and fragmented information systems, which thereby resulted in delayed resolutions, cognitive overload, and made them deliver inconsistent customer experiences. This study explores the paradigm shift that's occurring in contact service centers through implementing Gen AI. Real-time intent recognition, contextual response generation, and personalized engagement across channels are some novel capabilities introduced by Gen AI by adopting Large Language Models (LLMs). Organizations can reduce Average Handling Time (AHT), improve First Contact Resolution (FCR), and enhance Customer Satisfaction (CSAT) scores by integrating Gen AI into core workflows such as issue summarization, behavioral analytics, sentiment tracking, and knowledge retrieval. In order to demonstrate the quantifiable improvements in agent performance and customer engagement, this study adopted a blended research design by combining enterprise case studies, simulation scenarios, and comparative KPI evaluations. Furthermore, it addresses implementation bottlenecks such as onboarding efficiency, multilingual support, emotional intelligence, and real-time guidance. With reference to the industry standards, ethical considerations such as data privacy, algorithmic bias, and explainability are examined. Case examples that are collected from the industry leaders are leveraged to validate the study's conclusions. Through this study, a structured and well-organized roadmap for enterprises is delivered, which aims at transforming contact centers from reactive service units into proactive, intelligence-driven ecosystems. © 2025 Elsevier B.V., All rights reserved."
"X., Wang, Xu; B., Liu, Binbin; L., Bao, Linhao","Wang, Xu (57209608900); Liu, Binbin (58597139300); Bao, Linhao (59394107900)","57209608900; 58597139300; 59394107900","Generative artificial intelligence policies: information governance","2025","Management Decision","10.1108/MD-06-2024-1422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009337443&doi=10.1108%2FMD-06-2024-1422&partnerID=40&md5=a6c9021e0bc64c252046eb5a28cad1a8","Purpose: Generative artificial intelligence (GAI) has disrupted the information ecosystem due to its capacity to produce large language models. Defining clear regulatory strategies for GAI policies is crucial to achieving the objective of information governance in the digital and intelligent era. Furthermore, this is the appropriate role for the country in promoting the governance of cyberspace. Design/methodology/approach: By dissecting the information governance dilemma triggered by GAI content, this paper employs the PMC index model and combines it with the MatLab tool to quantitatively evaluate and analyze the texts of seven GAI policies around the world. Findings: After analyzing overall policy evaluation results, we identified one perfect, three excellent, and three good policy types. The study revealed good policy consistency but issues like unclear industry service types in legislation, limited credible application functions, and rigid technical safeguard scopes. Hence, this paper analyzes four governance dimensions: technology optimization, risk assessment, application deployment, and international policy convergence. It emphasizes testing through regulatory sandboxes, multimodal analysis, etc., for secure and compliant GAI technology development, and promotes global AI governance through transnational cooperation. Then, it constructs a governance framework integrating intelligent services, trustworthy applications, and technological security, using a strategy of synergizing soft and hard law and agile governance. Finally, suggestions for optimizing GAI policies in information governance are proposed. Originality/value: This article innovatively analyzes global GAI policies theoretically and practically, starting with quantitative evaluation and optimization focused on information governance. It evaluates GAI policies across countries and organizations, proposes a rationalized optimization framework, and suggests strategies for developing information governance-oriented policies. This approach provides insights for effective GAI policy governance in the digital and intelligent age. © 2025 Elsevier B.V., All rights reserved."
"V., Heimburg, Vincent; M., Schreieck, Maximilian; M., Wiesche, Manuel","Heimburg, Vincent (58192294900); Schreieck, Maximilian (57189630979); Wiesche, Manuel (42962873700)","58192294900; 57189630979; 42962873700","Complementor Value Co-Creation in Generative AI Platform Ecosystems","2025","Journal of Management Information Systems","10.1080/07421222.2025.2487310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008908224&doi=10.1080%2F07421222.2025.2487310&partnerID=40&md5=0a7c4f8c9f516f517db88f05fb75ab23","Compared to traditional digital technologies, generative artificial intelligence (GenAI) exhibits two facets—open-endedness and inscrutability—that create challenges for the value co-creation of complementors in GenAI platform ecosystems. For example, complementors lack standardized, reusable functionality that powers their applications and struggle to consistently generate desired outputs. To identify how complementors mitigate these challenges, we conducted an embedded case study of complementors in the OpenAI platform ecosystem. We identified four value co-creation mechanisms of embedded and stand-alone complements that mitigate the challenges: (1) utilizing system instructions, (2) providing context data, (3) curating user inputs, and (4) revising AI model outputs. Depending on the complement type, complementors employ these mechanisms, leverage synergies between mechanisms, and unlock previously not employable mechanisms. We contribute to research by revealing two novel logics—the reap logic and the differentiation logic—that explain how complementors co-create value by mitigating the challenges through the value co-creation mechanisms. © 2025 Elsevier B.V., All rights reserved."
"G.N., Bi˙ki˙r, Gizem Nur; A.K., Müge, A. K.; H.T., Unal, Hasan Tolga; O.U., Vurgun, Ozgur Umut; A.F., Mendi˙, Arif Furkan; M.A., Nacar, Mehmet Akif","Bi˙ki˙r, Gizem Nur (59951814300); Müge, A. K. (59951655100); Unal, Hasan Tolga (57984082200); Vurgun, Ozgur Umut (58733825500); Mendi˙, Arif Furkan (59951749400); Nacar, Mehmet Akif (57492467400)","59951814300; 59951655100; 57984082200; 58733825500; 59951749400; 57492467400","Performance Analysis and Impacts of NLP and Chatbot Systems; NLP VE CHATBOT SISTEMLERININ PERFORMANS ANALIZI VE ETKILERI","2025","","10.1109/ICHORA65333.2025.11017071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008419110&doi=10.1109%2FICHORA65333.2025.11017071&partnerID=40&md5=c2325cbb0eb975cdbc6f5202dc1f1577","The integration of artificial intelligence (AI) technologies into digital transformation processes in Turkey plays a significant role in the dissemination of high-tech products. Large Language Models (LLMs) and Natural Language Processing (NLP) techniques are supported by innovative solutions developed by HAVELSAN. During this process, Turkey's AI development capacity is increasing, and its competitiveness is being strengthened. HAVELSAN addresses public and private sector demands by developing national products, aiming for an 18.79% resource saving in enterprise content management and a 34.46% reduction in information access time through digital assistants. The solutions safeguard user data in compliance with international ISO 27001 and GDPR standards. The proliferation of high-tech products has increased the number of AI-based solutions by 48.27%, and patented solutions have boosted the success rate of technological projects by 40.12%. National AI products have expanded their domestic market share by 30%, revitalizing the local ecosystem while playing a significant role in entering international markets. These advancements strengthen Turkey's position as a regional leader in artificial intelligence and facilitate the achievement of its future technological goals. © 2025 Elsevier B.V., All rights reserved."
"S., Liu, Shuchang; M.H., Pan, Ming Hui; Y., Yang, Yehan","Liu, Shuchang (22635101300); Pan, Ming Hui (59946383300); Yang, Yehan (59566999000)","22635101300; 59946383300; 59566999000","I-LEAD: A Digital-Intelligence-Powered Ecosystem for Innovation and Entrepreneurship Education","2025","IEEE Global Engineering Education Conference, EDUCON","10.1109/EDUCON62633.2025.11016577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008224257&doi=10.1109%2FEDUCON62633.2025.11016577&partnerID=40&md5=3015e9d312a7ee2f5e1632f6628e5560","Generative artificial intelligence and large model agents are revolutionizing the higher education, influencing everything from talent development frameworks and teaching methodologies to knowledge acquisition processes and research paradigms. Meanwhile, in the context of digital transformation and technological innovation, data as a production factor and emerging productive forces are reshaping the requirements and demands for cultivating high-level interdisciplinary engineering talents. This paper draws on the joint educational achievements between Beijing University of Posts and Telecommunications and Queen Mary University of London, focusing on the coconstruction and sharing of experimental resources, as well as innovation-driven entrepreneurship education. It introduces a digital-intelligence-powered educational platform aimed at fostering internationally-minded, innovative, and outstanding talents. The platform's core philosophy, development strategy, functional modules, and technical framework are detailed. The wide recognition and interest among stakeholders further validate its potential to support the development of a cross-disciplinary, cross-professional, and cross-national ecosystem for innovation and entrepreneurship education. As a key outcome of the 20th Anniversary Development Conference of Joint Education of our two universities, I-LEAD is a platform designed to cultivate students' comprehensive innovative capabilities. Leveraging large language models (LLMs) and multi-agent technology, we have developed BUPT iMentor, an intelligent agent for innovation and entrepreneurship guidance; and BUPT EnPower, a cultivation assistant for personalized longlife learning. By LLMs with a robust knowledge based augmented generation and fine tuning, this tool effectively addresses common student challenges during innovation & entrepreneurship projects, such as idea generation and validation, access to relevant learning resources. I-LEAD provides comprehensive support, including customized course creation, problem-solving guidance, real-time interactive Q&A, and learning progress monitoring. This empowers students to independently plan their learning journeys and holistically enhance their academic and innovative skills. The effectiveness and practicality of the platform have been validated through a questionnaire survey. Therefore, we are extensively gathering feedback and continuously optimizing the platform's services. The teacher-student collaborative learning represents the future of higher education. This student-centered education system provides a platform for that. © 2025 Elsevier B.V., All rights reserved."
"I., Lotfi, Ismail; N., Alabbasi, Nouf; O., Alhussein, Omar","Lotfi, Ismail (59934692200); Alabbasi, Nouf (59188718300); Alhussein, Omar (55485697300)","59934692200; 59188718300; 55485697300","Rethinking Strategic Mechanism Design In The Age Of Large Language Models: New Directions For Communication Systems","2025","IEEE Internet of Things Magazine","10.1109/MIOT.2025.3576260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007524006&doi=10.1109%2FMIOT.2025.3576260&partnerID=40&md5=2d8f3489c103d0cd2ca95d459cabcd05","This paper explores the application of large language models (LLMs) in designing strategic mechanisms - including auctions, contracts, and games- for specific purposes in communication networks. Traditionally, strategic mechanism design in telecommunications has relied on human expertise to craft solutions based on game theory, auction theory, and contract theory. However, the evolving landscape of telecom networks, characterized by increasing abstraction, emerging use cases, and novel value creation opportunities, calls for more adaptive and efficient approaches. We propose leveraging LLMs to automate or semi-automate the process of strategic mechanism design, from intent specification to final formulation. This paradigm shift introduces both semi-automated and fully-automated design pipelines, raising crucial questions about faithfulness to intents, incentive compatibility, algorithmic stability, and the balance between human oversight and artificial intelligence (AI) autonomy. The paper discusses potential frameworks, such as retrievalaugmented generation (RAG)-based systems, to implement LLMdriven mechanism design in communication networks contexts. We examine key challenges, including LLM limitations in capturing domain-specific constraints, ensuring strategy proofness, and integrating with evolving telecom standards. By providing an in-depth analysis of the synergies and tensions between LLMs and strategic mechanism design within the IoT ecosystem, this work aims to stimulate discussion on the future of AI-driven information economic mechanisms in telecommunications and their potential to address complex, dynamic network management scenarios. © 2025 Elsevier B.V., All rights reserved."
"G., Sun, Guolin; D., Ayepah-Mensah, Daniel; G.T., Maale, Gerald Tietaa; M.B., Omer, Mohamed Basher; N.A.E., Kuadey, Noble Arden Elorm; T., Kwantwi, Thomas; Y., Liu, Yupeng; G., Liu, Guisong","Sun, Guolin (7402760227); Ayepah-Mensah, Daniel (57204808778); Maale, Gerald Tietaa (57375868800); Omer, Mohamed Basher (57217444527); Kuadey, Noble Arden Elorm (55582730200); Kwantwi, Thomas (48861605800); Liu, Yupeng (59931881700); Liu, Guisong (55501443200)","7402760227; 57204808778; 57375868800; 57217444527; 55582730200; 48861605800; 59931881700; 55501443200","Toward AI-Native Task Orchestration for Collaborative Computing in SAGSINs","2025","IEEE Communications Magazine","10.1109/MCOM.004.2400304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007431303&doi=10.1109%2FMCOM.004.2400304&partnerID=40&md5=7ddb9a920c2286170249e1ec0ab6b993","The transition to 6th generation (6G) mobile networks is a crucial step toward ubiquitous coverage, ultra-broadband connectivity, and comprehensive support for Internet of Things (IoT) applications such as autonomous driving, remote control, and more. This leap will be facilitated by the integration of space-air-ground-sea integrated networks (SAGSINs), which improve coverage for high-throughput applications such as Earth observation and intelligent transportation. With the increasing demand for communication and computing resources, cloud and edge collaboration is increasingly being used to ensure low latency and highly reliable services. This article explores collaborative computing at the network edge and highlights the critical role of artificial intelligence (AI) agents in enabling cross-domain collaboration. We present an AI-native task orchestration framework that allows us to improve the ecosystem and develop efficient edge-to-edge collaboration protocols. In particular, we have developed a hierarchical framework for collaborative planning and reasoning based on large language models (LLMs) and hierarchical task networks (HTNs) called L-HTN. Furthermore, we present a multi-agent deep reinforcement learning (DRL) approach for task execution tailored to the stringent latency and reliability requirements of edge network applications. This work provides insights into optimizing collaborative computing at the network edge and sets new benchmarks for operational efficiency and quality of service in the era of 6G networks. © 2025 Elsevier B.V., All rights reserved."
"","","","4th BenchCouncil International Symposium on Intelligent Computers, Algorithms, and Applications, IC 2024","2025","Communications in Computer and Information Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006896676&partnerID=40&md5=2add7c2879e89e6b022a27023e769559","The proceedings contain 16 papers. The special focus in this conference is on Intelligent Computers, Algorithms, and Applications. The topics include: Artificial Intelligence Modelling Paths for Reasoning Argumentation Methods for Criminal Evidence; parallel Decomposition Method for Deep Learning Models Based on Improved Dual Population Genetic Algorithm; Integrating CNNs and Transformers for Mid-price Prediction in High-Frequency Trading; hierarchical Recurrent Network for Active Stereo Matching; Research on Multidimensional Evaluation Technology of Teachers’ Digital Literacy for LLM as a Judge; research on the Academic Rubric for Innovative Talents in Ordinary High Schools Based on Classroom Settings; explaining to a Computer: Enhancing Student Assessment with Programming and Simulating Execution; research on Intelligent Traffic Surveillance Video Compression Quality Assessment Method; evaluating the Performance of Complex Text Generated by Large Language Models; a Benchmark Dataset and Evaluation of Collaboration Network in Open Source Software Community; constructing Benchmarks for Open Source Ecosystems: A Stakeholder Needs-Driven Approach; evaluating Large Language Models on the Edge Based on Evaluatology; Parallel Computing on RTEMS Operating System; mixSchedSim: A Simulator for Mixed Workload Scheduling in Heterogeneous Systems. © 2025 Elsevier B.V., All rights reserved."
"Z., Fan, Zhenjia; C., Xia, Cuijuan","Fan, Zhenjia (59921775600); Xia, Cuijuan (57200223496)","59921775600; 57200223496","Seeking the Treasure of Knowledge:Library Resource Construction and Knowledge Organization in the Digital Intelligence Era","2025","Journal of Library Science in China","10.13530/j.cnki.jlis.2025011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006883464&doi=10.13530%2Fj.cnki.jlis.2025011&partnerID=40&md5=063e22306db1d9c3d79f6a828dbd951b","The academic seminar on ""Wisdom and Service Libraries and Modern Civilization hosted by the School of Information Management at Wuhan University and the editorial department of the Journal of Library Science in China focused on multiple themes of ""wisdom and service in the context of the new era. The sub-forum ""Seeking the Treasure of Knowledge-Library and Preservation of Modern Civilization focuses on two themes ""structural optimization and long-term preservation of library resource construction laying the foundation of modern civilization knowledge ecology and ""digital transformation and knowledge production of library resource organization building a moat for modern civilization knowledge services. The attending experts responded to the key issues of library resource construction and knowledge organization in the new information environment from different perspectives. On the one hand as a social device for civilization inheritance and cultural dissemination libraries need to continuously optimize the composition ratio of paper resources electronic resources special collection humans digital collections and large language models in the process of resource construction formulate reasonable long-term preservation strategies for resources and form a strong guarantee and operation mechanism which is the key for libraries to continue to play the role of knowledge infrastructure and build a library knowledge ecosystem that meets the needs of modern civilization development. On the other hand in the context of a new round of technological revolution driven by big data blockchain and artificial intelligence technologies the methods tools and paradigms for organizing library resources are facing a new round of innovation which will have an impact and challenge on the knowledge production methods and business processes of libraries. The traditional library classification and cataloging work has been impacted by the third wave of information technology. How to make reasonable use of resources avoid risks develop reliable and trustworthy knowledge organization and build a moat of knowledge services in the current rapid development of artificial intelligence technology is the key for libraries as knowledge intermediaries to better fulfill their responsibilities in ensuring knowledge dissemination and utilization in the development of modern civilization. 6 refs. © 2025 Elsevier B.V., All rights reserved."
"Z.V., Tian, Zewei Victor; M., Sun, Min; A., Liu, Alex; S., Sarkar, Shawon; J., Liu, Jing","Tian, Zewei Victor (59922309300); Sun, Min (59922255100); Liu, Alex (58784141700); Sarkar, Shawon (57193832022); Liu, Jing (59922309400)","59922309300; 59922255100; 58784141700; 57193832022; 59922309400","Instructional improvement: leveraging computer-assisted textual analysis to generate insights from educational artifacts","2025","","10.4337/9781035321544.00019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006866239&doi=10.4337%2F9781035321544.00019&partnerID=40&md5=69546dc5197ff45f6634b2c401fee337","This chapter explores the emerging field of adopting artifical intelligence (AI)/machine learning (ML)-powered textual analysis for instructional improvement within the structure of the Instructional Core Framework. It reviews existing studies on AI/ML applications in analyzing teacher, student, and content data, emphasizing the transformative potential of technologies like large language models (LLMs) and generative AI in enhancing instructional efficiency and effectiveness. Through case studies, it illustrates how these technologies can provide actionable insights and generate new instructional materials, thereby advancing professional development, classroom observations, student assessments, and content analysis. The chapter concludes with future research directions, advocating for the integration of AI/ML methodologies with educational domain knowledge to foster an adaptive, inclusive, and equitable educational ecosystem. © 2025 Elsevier B.V., All rights reserved."
"J., Rodriguez-Cardenas, Juanjose; N., Sakib, Nazmus; S., Sneha, Sweta","Rodriguez-Cardenas, Juanjose (58551565500); Sakib, Nazmus (58650270000); Sneha, Sweta (13613845300)","58551565500; 58650270000; 13613845300","Advancing Android Malware Detection with Deep Learning & LLMs in Big Data Ecosystem: A Forward Vision","2025","Proceedings of the IEEE International Conference on Big Data and Smart Computing, BIGCOMP","10.1109/BigComp64353.2025.00051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006511761&doi=10.1109%2FBigComp64353.2025.00051&partnerID=40&md5=dcbe07e911d8be4ecaa35fb4a65e008d","As the Android operating system dominates the mobile ecosystem, its open-source nature has made it increasingly vulnerable to sophisticated malware attacks. Traditional security techniques, such as static and dynamic code analysis, often fail to detect modern malware due to issues like code obfuscation and limited scalability. This paper explores the limitations of these methods and suggests incorporating advanced Deep Neural Networks as more effective solutions for malware detection in Android environments. Additionally, the integration of Large Language Models (LLMs) offers new possibilities for understanding complex malware behaviors and patterns. We also discuss Android's security architecture, highlighting key vulnerabilities and attack surfaces. Through this study, we suggest a forward-thinking approach to enhancing Android malware detection using machine learning models, envisioning the future of security in the Android ecosystem as big data and artificial intelligence technologies continue to evolve. © 2025 Elsevier B.V., All rights reserved."
